id,date,text,hashtags,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,source,retweets,favorites,is_retweet,reply_to_status
1348450762087559170,2021-01-11 02:04:49,"Mengenal Vaksin Covid-19 !!
#vaksin
#vaksincorona https://t.co/H64BZ8tVoC","['vaksin', 'vaksincorona']",Disperindag Prov. Jateng #jateng70 #hutri75,"Jl Pahlawan no. 4 ,Semarang",OFFICIAL TWITTER DINAS PERINDUSTRIAN DAN PERDAGANGAN PROVINSI JAWA TENGAH | Gunakan #kemalajateng  #jatenggayeng utk respon cepat | dinperindag@jatengprov.go.id,2014-03-06 01:23:45,8618,404,1285,True,Twitter for Android,0,1,False,
1348451332852654082,2021-01-11 02:07:05,"Top News Koran Rakyat Merdeka

Jelang Imlek 
China Target 50 Juta Warga Sudah Divaksin

#China #Imlek #Vaksin… https://t.co/XPwhSIdP8r","['China', 'Imlek', 'Vaksin']",Rakyat Merdeka,"Graha Pena, Kebayoran Lama 12",Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,2016-03-22 13:54:59,1607,204,259,False,Twitter for Android,4,3,False,
1348452425024225287,2021-01-11 02:11:25,"Lawan #COVID19 dengan #solidaritas bukan stigma.

#Covid19 #VirusCorona #SocialDistancing #PhysicalDistancing… https://t.co/KAJ1uaRc0M","['COVID19', 'solidaritas', 'Covid19', 'VirusCorona', 'SocialDistancing', 'PhysicalDistancing']",Seputar Info Indonesia,,Seputar Informasi Indonesia,2020-04-13 03:18:10,37,38,146,False,Twitter for Android,0,0,False,
1348452501738045443,2021-01-11 02:11:44,"Vaksinasi Covid-19 segera dimulai, tetap jaga protokol kesehatan.

#Covid19 #VirusCorona #SocialDistancing… https://t.co/TvhHTlh3Cg","['Covid19', 'VirusCorona', 'SocialDistancing']",Seputar Info Indonesia,,Seputar Informasi Indonesia,2020-04-13 03:18:10,37,38,146,False,Twitter for Android,0,0,False,
1348452918861516800,2021-01-11 02:13:23,"Sampurasun wargi jabar 🙏
.
Yuk wargi kita lihat daftar penyakit apa saja yang boleh terima vaksin covd-19 sinovac 😊… https://t.co/BRgmNoipYl",,jabarprov.go.id | #75TahunJabar,"Bandung,Indonesia","Website Resmi Pemerintah Provinsi Jawa Barat, Alamat : Jl. Taman Sari No. 55 Bandung 40132, Tlp/Fax: 022-2502898/022-2511505 email : info@jabarprov.go.id",2012-08-31 01:17:17,21672,737,661,True,Twitter for Android,5,12,False,
1348454103945416706,2021-01-11 02:18:06,Aceh Salah Satu Provinsi Yang Menerapkan Syariat Islam Bagi Warganya Hingga Saat Ini Dan Merekapun Sangat Tegas Men… https://t.co/xD9d8ur3zE,,Idn_Zellix,swiss,"•Ketakutan Adalah Cara Yang Hebat Untuk Mengontrol Rakyat
Dan Media Adalah Senjata Untuk Mendoktrin•",2019-04-19 13:37:07,213,29,142,False,Twitter for Android,3,8,False,
1348455666944339968,2021-01-11 02:24:18,"Mari siapkan diri untuk vaksinasi saat vaksin siap.

Tetap laksanakan protokol kesehatan 3M: Memakai masker dengan… https://t.co/fcXhku8aB8",,dinkes pati,,,2014-10-22 01:22:13,117,4,270,False,Twitter Web App,0,1,False,
1348456824459112449,2021-01-11 02:28:54,"Vaksinya halal yaa

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat https://t.co/8X6flriIgM","['Vaksin', 'Pandemi', 'Indonesia', 'Virus', 'IndonesiaKuat']",Ananda Jaya,,,2017-10-31 22:54:08,296,380,1351,False,Twitter for Android,0,0,False,
1348456838388396034,2021-01-11 02:28:58,"Menjadi orang pertama yang di suntik

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat https://t.co/nwSXga20NO","['Vaksin', 'Pandemi', 'Indonesia', 'Virus', 'IndonesiaKuat']",Ananda Jaya,,,2017-10-31 22:54:08,296,380,1351,False,Twitter for Android,0,0,False,
1348456852900769792,2021-01-11 02:29:01,"Lebih baik mencegah toh

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat https://t.co/N79qIIX0gV","['Vaksin', 'Pandemi', 'Indonesia', 'Virus', 'IndonesiaKuat']",Ananda Jaya,,,2017-10-31 22:54:08,296,380,1351,False,Twitter for Android,0,0,False,
1348457132874739718,2021-01-11 02:30:08,"Sudah mendapat status halal yaa

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat https://t.co/wxe2pNevmE","['Vaksin', 'Pandemi', 'Indonesia', 'Virus', 'IndonesiaKuat']",Ananda Jaya,,,2017-10-31 22:54:08,296,380,1351,False,Twitter for Android,0,0,False,
1348457149165416448,2021-01-11 02:30:12,"Simak yang boleh dan tidak

#Vaksin
#Pandemi 
#Indonesia 
#Virus
#IndonesiaKuat https://t.co/NkSUOhhiq5","['Vaksin', 'Pandemi', 'Indonesia', 'Virus', 'IndonesiaKuat']",Ananda Jaya,,,2017-10-31 22:54:08,296,380,1351,False,Twitter for Android,0,0,False,
1348460413705355265,2021-01-11 02:43:10,Video Tenaga Kesehatan Tolak Vaksin Covid-19 Viral #Vaksin #Vaksinasi #AntibodiD #idi #TenagaKesehatan… https://t.co/jEGVT2utr2,"['Vaksin', 'Vaksinasi', 'AntibodiD', 'idi', 'TenagaKesehatan']",BaBe - Baca Berita,Indonesia,"Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!
Download Aplikasinya disini https://t.co/XCH2Gleboa",2014-01-23 08:06:14,5128,48,95,False,BaBe ,0,0,False,
1348461967032287234,2021-01-11 02:49:20,"Jadi, #SobatBP sudah terima SMS dari Kemenkes sebagai salah satu penerima vaksin?

#vaksin #vaksinhalal #vaksinasi… https://t.co/hNqrqrc2DE","['SobatBP', 'vaksin', 'vaksinhalal', 'vaksinasi']",Balai Pustaka,"Matraman, Indonesia","Akun resmi PT Balai Pustaka (Persero)  Jl. Bunga 8-8A Matraman, Jakarta.(021) 8583369 | IG: pt_balaipustaka, FB: Balai Sastra, Youtube: Balai Pustaka",2013-06-06 15:17:18,2230,419,977,False,Twitter for iPhone,0,0,False,
1348464394326274049,2021-01-11 02:58:59,"Top News Koran Rakyat Merdeka

DPR Selesai Reses 
Pak Presiden, Calon Kapolri Diajukan Hari Rabu Juga?

@jokowi… https://t.co/eRahd3agw3",,Rakyat Merdeka,"Graha Pena, Kebayoran Lama 12",Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,2016-03-22 13:54:59,1607,204,259,False,Twitter for Android,3,3,False,
1348466226805104642,2021-01-11 03:06:16,"Hallo Teman Muda!

Vaksin Covid 19 menuai beberapa tanggapan pro dan kontra di masyarakat Indonesia. Teman Muda, Su… https://t.co/Me5giOTl8d",,CommunityID,,"Wadah pergerakan anak muda Indonesia.
#SalingGerak #Pemuda #Pergerakan",2020-08-07 02:23:36,5,4,0,False,Twitter for iPhone,0,0,False,
1348467792039739399,2021-01-11 03:12:29,"Top News Koran Rakyat Merdeka

Dua Hari Jelang Divaksin Corona
Jokowi Sehat Walafiat

@jokowi #Vaksin #vaksincorona… https://t.co/GsEgWjRfJx","['Vaksin', 'vaksincorona']",Rakyat Merdeka,"Graha Pena, Kebayoran Lama 12",Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,2016-03-22 13:54:59,1607,204,259,False,Twitter for Android,3,3,False,
1348479047169310720,2021-01-11 03:57:13,"Berharap Tak Muncul Lagi Gelombang Pandemi, Tiongkok Gratiskan Vaksin Covid-19 untuk Warganya
#Pandemi #Tiongkok… https://t.co/iSzjZMl244","['Pandemi', 'Tiongkok']",Pikiran Rakyat,"Bandung, Jawa Barat","Lebih Tahu Jawa Barat
Kirimkan Foto/Video anda ke :
WA/Telegram : 08112355650
(Pikiran Rakyat)",2009-07-21 18:48:20,428992,18,27,True,Twitter Web App,0,0,False,
1348483553101639682,2021-01-11 04:15:07,Hari Ini BPOM Putuskan Izin Darurat Vaksin Corona Sinovac #Vaksin #Vaksinasi #BadanPOM #Virus #Plasebo… https://t.co/B6sYgsZwxC,"['Vaksin', 'Vaksinasi', 'BadanPOM', 'Virus', 'Plasebo']",BaBe - Baca Berita,Indonesia,"Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!
Download Aplikasinya disini https://t.co/XCH2Gleboa",2014-01-23 08:06:14,5128,48,95,False,BaBe ,0,0,False,
1348491315265224706,2021-01-11 04:45:57,"Bagi kita mendengar kata-kata #Vaksin tentu sesuatu hal yang biasa saja, tetapi bagi yang memiliki pengalaman seper… https://t.co/Y0kvNKbTIV",['Vaksin'],edi yang biru,"Lampung Selatan, Lampung","instagram : https://t.co/ua3zDKXNUw
Youtube : https://t.co/neM3FshcCw
WA : https://t.co/M0J3FfXZLt
Facebook : https://t.co/NDtuTI0ex0",2010-05-26 14:13:06,90,103,3038,False,Twitter for Android,0,1,False,
1348491895610044416,2021-01-11 04:48:16,Dosen FISS UNPAS aing ini. Mantap pak @budi_dalton 😂 #Vaksin https://t.co/Co5ymTspJi,['Vaksin'],Fedy F. Sarabiana,Bandung - I N D O N E S I A,,2009-12-22 06:44:12,304,237,471,False,Twitter for Android,0,0,False,
1348507366543618049,2021-01-11 05:49:44,"POSITIF COVID-19! GUBERNUR JATIM TAK PERLU DIVAKSIN
&gt;&gt;&gt;
https://t.co/bmFsdef03e
.
.
#covid19 #pandemi #vaksin… https://t.co/nxWpCAI4Ko","['covid19', 'pandemi', 'vaksin']",BBS TV Official,Jakarta,"Official Twitter Account of BBS TV

YouTube Channel : BBS TV Official
Instagram : @bbstv_official
Facebook : BBS TV ID",2017-01-15 03:49:21,80,40,44,False,Twitter Web App,0,0,False,
1348513021849571330,2021-01-11 06:12:13,Mentri Koordinator (Menko) Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan memastikan program vaksinasi CO… https://t.co/HuHt3R7MLo,,Redaksi Sinar Harapan,"Jakarta, Indonesia","Twitter resmi https://t.co/zGbqdW3ULd
Download aplikasi Sinarharapan,co untuk mendapatkan berita terkini https://t.co/xM4uznPnSp",2021-01-08 11:15:44,1,88,1,False,Twitter for Android,0,0,False,
1348519947765313537,2021-01-11 06:39:44,"Siap demam lur? 😁

#vaksin #vaksincovid19 #sinovac #covid19 #rrisurabaya #rri

https://t.co/4osp6EdbLc","['vaksin', 'vaksincovid19', 'sinovac', 'covid19', 'rrisurabaya', 'rri']",RRI Surabaya,Jalan Pemuda 82-90 Surabaya ,"Akun resmi LPP RRI Surabaya 
(PRO 1, PRO2, PRO 4, Channel Lima)
Info Layanan dan Usaha (031) 5342091 |",2016-03-23 08:46:53,229,51,252,False,Twitter for Android,0,2,False,
1348522536754171906,2021-01-11 06:50:01,Pemerintah Indonesia diwakili Menteri Kesehatan Budi Gunadi Sadikin dan Menteri Keuangan  Sri Mulyani telah menanda… https://t.co/Giqe0PvvDu,,NETRALNEWS,"Jakarta Capital Region, Indone","Akun Resmi https://t.co/9YQ7Wv9dd8
Cermin Bangsa",2016-02-12 12:00:28,1579,162,226,False,Hootsuite Inc.,0,0,False,
1348523761272639489,2021-01-11 06:54:53,Catat! Orang Dengan Kondisi Kesehatan Ini Tidak Bisa Dapat Vaksin Covid-19 #Vaksin #Vaksinasi #TERAPI… https://t.co/UovQCLPnqb,"['Vaksin', 'Vaksinasi', 'TERAPI']",BaBe - Baca Berita,Indonesia,"Aku resmi BaBe - Aplikasi berita pintar yang menyajikan berita terhangat & terlengkap!
Download Aplikasinya disini https://t.co/XCH2Gleboa",2014-01-23 08:06:14,5128,48,95,False,BaBe ,0,0,False,
1348524860855631873,2021-01-11 06:59:15,"Part. VII

Imunisasi Menguatkan Generasi Bangsa

Imunisasi adalah bentuk upaya pemerintah Menguatkan Generasi pener… https://t.co/y0h8BDR6cg",,KITA Kerapatan Indonesia Tanah Air,Indonesia,"Tidak Ada Kami
Tidak Ada Kamu
Yang Ada KITA 
KITA Indonesia",2020-09-14 04:51:41,53,24,27,False,Twitter for Android,0,1,False,
1348528120412835840,2021-01-11 07:12:13,"#SobatHalalMUI, meski vaksin produksi Sinovac halal tlh difatwakan halal dan suci, namun penggunaannya masih menung… https://t.co/7RibDb43x6",['SobatHalalMUI'],Halal Indonesia #LPPOMMUISiap,indonesia,"Official Twitter by LPPOM MUI
corporatesecretary@halalmui.org",2010-01-27 05:42:23,12086,129,827,False,Twitter Web App,5,4,False,
1348528821767704576,2021-01-11 07:15:00,"MUI Pusat telah menetapkan bahwa vaksin COVID-19 produksi Sinovac halal dan suci.

#merahputihcom #MUI #vaksin… https://t.co/71Q7GYIsOe","['merahputihcom', 'MUI', 'vaksin']",newsmerahputih,Jakarta,"Official Twitter https://t.co/vTTj2EEZOB Portal Berita Terkini, Portal Media Sosial, Portal Video Sosial.

#BeraniMenginspirasi",2014-08-07 16:00:21,8691,216,331,False,TweetDeck,0,0,False,
1348528961429463041,2021-01-11 07:15:33,Badan Penyelenggara Jaminan Produk Halal (BPJPH) masih menunggu penetapan dari Komisi Fatwa Majelis Ulama Indonesia… https://t.co/3jJ0cDv9xj,,PoskotaJateng,Semarang-Indonesia,"Follow=Follback
Mutualan
Like's & Comment 
Untuk ikutan Give Away Perdana Poskota Jabar",2020-11-14 09:13:21,252,845,156,False,Twitter Web App,0,1,False,
1348532107413393417,2021-01-11 07:28:03,"percaya vaksin akhiri pandemi

Hotline #Vaksin #Covid 

#IndonesiaMaju
#Jokowi 
#Jokowidodo https://t.co/XzbkPqonMa","['Vaksin', 'Covid', 'IndonesiaMaju', 'Jokowi', 'Jokowidodo']",projer,"Jakarta Capital Region, Indone",Rajut NKRI🇲🇨,2017-06-06 19:35:26,875,916,8264,False,Twitter for Android,0,8,False,
1348536763929673732,2021-01-11 07:46:33,Ayo Dukung!! Hidup sehat tanpa Covid-19 dengan melakukan vaksinasi covid-19 #vaksinasi https://t.co/1bcPaoTNmO,['vaksinasi'],Geisha Ayu,,,2020-12-10 05:21:09,16,32,9,False,Twitter for iPad,0,0,False,
1348536841201324033,2021-01-11 07:46:52,Majelis Ulama endonesia psstikan vaksin Covid-19 dr sinovac halal n sucinya #vaksinasi https://t.co/VGCYWNRzAQ,['vaksinasi'],Mia Amelia,,,2020-12-10 07:46:34,17,46,17,False,Twitter for Mac,0,0,False,
1348536917483167745,2021-01-11 07:47:10,yuks suport !!hidupku sehad tnpa Covid-19 dngan mlkukn vaksinasi covid-19 #vaksinasi https://t.co/C4KBel70aQ,['vaksinasi'],Deandra Putri,,,2020-12-10 05:26:12,27,34,9,False,Twitter for Mac,0,0,False,
1348536992284372992,2021-01-11 07:47:28,yuks dkung !prgrm vaksinasi covid-19 spy wrga Sumut bbs dr covid-19 #vaksinasi https://t.co/bpiqbkortp,['vaksinasi'],Jihan Keisha,,yuk mutualann,2020-12-09 07:20:39,11,31,12,False,Twitter for iPad,0,0,False,
1348537094679916545,2021-01-11 07:47:52,necis ustazah Republik Indonesia yakinkan vaksin covid-19 dari sinovac resmi dan sakral #vaksinasi https://t.co/K1heB5DEhn,['vaksinasi'],Sukma Putri,,gaboleh sombong,2020-12-10 03:45:03,13,28,11,False,Twitter for Mac,0,0,False,
1348537142151036929,2021-01-11 07:48:03,yuk bopong !!membesar waras minus covid-19 dengan melayani vaksinasi covid-19 #vaksinasi https://t.co/RvlhnrurxR,['vaksinasi'],Rania Putri,,be happy,2020-12-10 06:41:38,19,30,18,False,Twitter for iPad,0,0,False,
1348537207766667264,2021-01-11 07:48:19,yuk bopong !agenda vaksinasi covid-19 biar orang Provinsi Sumatera Utara percuma dari covid-19 #vaksinasi https://t.co/hEPrVEffEY,['vaksinasi'],Rina Ayu,,,2020-12-09 07:57:55,1,1,3,False,Twitter for Mac,0,0,False,
1348537265820090376,2021-01-11 07:48:33,Majelis Ulama endonesia psstikan vaksin Covid-19 dr sinovac halal dn sucinya #vaksinasi https://t.co/byJ4BWRgcP,['vaksinasi'],Syasqia Ayu,,jangan lupa follback,2020-12-10 03:49:37,24,50,11,False,Twitter for Mac,0,0,False,
1348537358375796737,2021-01-11 07:48:55,ayok support !!hidupku damang tampa Covid-19 dgan melakukn vaksinasi covid-19 #vaksinasi https://t.co/hijXVOGA7m,['vaksinasi'],Jeihani Putri,,,2020-12-10 06:49:59,15,37,13,False,Twitter for Mac,0,0,False,
1348537413337899010,2021-01-11 07:49:08,nyok dkng !prgrm vaksinasi covid-19 spya wrga Sumut bbs dri covid-19 #vaksinasi https://t.co/Ca0viN8ilx,['vaksinasi'],Ajeng Sunthi,,follback ya,2020-12-09 08:04:46,24,33,15,False,Twitter for Mac,0,0,False,
1348537543654952960,2021-01-11 07:49:39,"Soal Distribusi #Vaksin di #salatiga , Ketua DPRD Ingin Ada Simulasi #KlikRMOL 
https://t.co/lC6FYwysCz","['Vaksin', 'salatiga', 'KlikRMOL']",RMOL Jateng,"Semarang, Jawa Tengah",Akun resmi Republik Merdeka RMOLID Biro Jawa Tengah (https://t.co/TjMIy08xzZ). Partner Of https://t.co/pkOjAwBh7Y,2018-01-09 07:18:36,266,124,55,False,Twitter Web App,0,0,False,
1348537605076312065,2021-01-11 07:49:54,marilah gendong !tata olah vaksinasi covid-19 biar kelompok Sumut sukarela dari covid-19 #vaksinasi https://t.co/oFdqOdrUSS,['vaksinasi'],Erni Putri,,,2020-12-09 08:26:10,6,28,8,False,Twitter for iPad,0,0,False,
1348537634243530752,2021-01-11 07:50:01,marilah bawa !!berjiwa bugar minus covid-19 dengan mengadakan vaksinasi covid-19 #vaksinasi https://t.co/zGhi5xc1e6,['vaksinasi'],Zara Ayu,,be happy,2020-12-10 07:20:54,22,55,13,False,Twitter for Mac,0,0,False,
1348537829635211266,2021-01-11 07:50:47,ayok dkng !!hidupku sehad tampa Covid-19 dgn mlkukn vaksinasi covid-19 #vaksinasi https://t.co/pHHSJt4OZp,['vaksinasi'],Syifa Tiana,jakarta,everything gona be alright,2020-09-16 03:19:38,25,27,0,False,Twitter for Mac,0,0,False,
1348537869795643392,2021-01-11 07:50:57,cantik rohaniwan RI yakinkan vaksin covid-19 dari sinovac resmi dan nirmala #vaksinasi https://t.co/qa91nsAh6r,['vaksinasi'],Hanifah Putri,,aku cantik fix no debat,2020-12-10 04:50:35,57,107,17,False,Twitter for Mac,0,0,False,
1348537881363685379,2021-01-11 07:51:00,"#vaksinasi #kankerserviks #kanker #HPV Sering dengar kanker serviks? Begini penjelasan lengkapnya!

https://t.co/y7NnJNiNnp","['vaksinasi', 'kankerserviks', 'kanker', 'HPV']",Tanya Vaksinasi,Indonesia,"BSTI In Harmony Clinic - klinik #imunisasi dan #vaksinasi terpercaya.
Telp :  021 2147-5563",2012-07-15 05:29:40,3421,2357,273,False,TweetDeck,0,0,False,
1348537895221567488,2021-01-11 07:51:03,ayoo ndukung !prgrm vaksinasi covid-19 spya wargi Sumut bbs dri covid-19 #vaksinasi https://t.co/Ff7eBjmm5P,['vaksinasi'],Gina Amelia,,isiin dong,2020-12-11 10:12:14,20,44,10,False,Twitter for Mac,0,0,False,
1348538043003621377,2021-01-11 07:51:38,silAkan gendong !!bernapas afiat sonder covid-19 dengan melaksanAkan vaksinasi covid-19 #vaksinasi https://t.co/W3J9t1SSdN,['vaksinasi'],Cika maulani,,"Kita semua mahluk fana. Dan semua yang kita kira kita miliki, bisa direnggut dalam sekejap mata.",2020-09-30 08:19:49,8,32,36,False,Twitter for Mac,0,0,False,
1348538326396018689,2021-01-11 07:52:46,nyok suport !!hdup shat tampa Covid-19 dngan melakukn vaksinasi covid-19 #vaksinasi https://t.co/zoPQQaDLfg,['vaksinasi'],Hanin Dita,,Melepaskan lebih baik dari pada mempertahankan yang tak pantas untuk dipertahankan.,2020-10-23 08:42:32,47,72,2,False,Twitter for Mac,0,0,False,
1348538370775871488,2021-01-11 07:52:56,ayoo ndukung !prgrm vaksinasi covid-19 spy wrga Sumut bbs dr covid-19 #vaksinasi https://t.co/zI3OIVyQvZ,['vaksinasi'],Mia Amelia,,,2020-12-10 07:46:34,17,46,17,False,Twitter for Mac,0,0,False,
1348538638481518594,2021-01-11 07:54:00,yuk bawa !tata olah vaksinasi covid-19 biar bani Provinsi Sumatera Utara independen dari covid-19 #vaksinasi https://t.co/rOyhxgkgrI,['vaksinasi'],Sukma Putri,,gaboleh sombong,2020-12-10 03:45:03,13,28,11,False,Twitter for Mac,0,0,False,
1348540049604767746,2021-01-11 07:59:37,Saksikan Live Press Conference dengan topik Hasil Evaluasi Uji Klinik Terkait Persetujuan Penggunaan Darurat/Ermege… https://t.co/It1ddIaEs8,,MNC Trijaya 104.6 FM,Jakarta,The Real News and Information | Akun Resmi | SMS/WA 08121111046│Phone 021-3921717│FB Fan Page: MNC Trijaya │ email: redaksi@mnctrijaya.com,2009-11-09 04:43:54,43748,232,5525,False,Twitter for iPhone,0,0,False,
1348544172874227712,2021-01-11 08:16:00,"Kenali fakta-fakta penting tentang vaksin COVID-19.

#merahputihcom #covid19 #vaksin https://t.co/nqioB3wi7r","['merahputihcom', 'covid19', 'vaksin']",newsmerahputih,Jakarta,"Official Twitter https://t.co/vTTj2EEZOB Portal Berita Terkini, Portal Media Sosial, Portal Video Sosial.

#BeraniMenginspirasi",2014-08-07 16:00:21,8691,216,331,False,TweetDeck,0,0,False,
1348552335761543168,2021-01-11 08:48:26,"#Vaksinasi COVID-19 di Sumut dimulai dari Medan, Binjai dan Deliserdang - ANTARA #Covid #Covid19 https://t.co/CFUyHgVmxu","['Vaksinasi', 'Covid', 'Covid19']",Berita Covid,,,2015-05-31 15:19:52,1164,1338,0,False,IFTTT,0,0,False,
1348552526258343936,2021-01-11 08:49:11,"Bila Ada Efek Samping Vaksin Pemerintah Tanggung Biaya Perawatan

#VaksinasiCovid19 #SitiNadia #Pemerintah… https://t.co/kPJpqOfNOf","['VaksinasiCovid19', 'SitiNadia', 'Pemerintah']",Rakyat Merdeka,"Graha Pena, Kebayoran Lama 12",Official Twitter of Rakyat Merdeka | The Political Newsleader | Web: https://t.co/0ulMBMELYr| FB: Rakyat Merdeka | IG @rakyatmerdeka1999 | https://t.co/wLwCDX4qmy,2016-03-22 13:54:59,1607,204,259,False,Twitter for Android,3,3,False,
1348555249863299077,2021-01-11 09:00:01,"Hi sohIB!
Menurut petunjuk resmi pelaksanaan vaksinasi Covid-19, individu yg tlh divaksin disarankan tdk lgsg plg u… https://t.co/YdM2MqgapZ",,Indonesia Baik,Indonesia,📱Sajian konten informasi digital | 📊Fakta dan data menarik setiap hari | 📌Powered by @djikp @kemkominfo | #️⃣ #IndonesiaBaik #YangMudaSukaData,2017-02-13 07:59:15,22082,168,212,True,TweetDeck,4,4,False,
